product_id,parent_category,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5
3487,2006.0,32,10,2,515,0,45
26530,1739.0,1375,10,1,503,3,17
21086,119.0,797,6,0,497,0,105
12589,2346.0,77,6,1,497,0,13
22172,2920.0,544,6,3,495,0,146
31510,2688.0,617,4,0,536,3,144
27771,2920.0,544,6,2,491,3,-1
15077,2028.0,453,4,0,457,0,-1
15254,3898.0,18,10,0,51,0,127
21350,3898.0,18,10,0,51,0,127
14424,3898.0,18,10,0,51,0,127
20602,844.0,1402,10,1,515,0,37
13347,844.0,1402,10,1,515,0,37
19442,566.0,1402,10,1,517,0,45
31231,566.0,1402,10,1,515,0,190
11983,3898.0,1402,10,0,515,0,190
22722,3898.0,653,6,3,439,0,11
29770,2061.0,1030,10,0,504,3,17
9204,242.0,1030,10,1,503,3,17
20964,3477.0,392,10,1,505,0,84
9259,3137.0,790,4,1,468,0,76
30777,28.0,990,4,3,474,0,-1
27947,1134.0,632,4,0,536,3,144
28042,1134.0,632,10,1,536,3,156
18976,1890.0,322,6,1,536,0,46
10758,2703.0,157,10,1,232,0,84
638,1223.0,310,4,1,451,0,162
26615,3860.0,852,6,1,502,0,124
32246,3565.0,231,4,0,486,3,66
14029,2028.0,453,4,0,457,0,-1
20171,3056.0,439,6,1,502,0,124
30664,1477.0,441,6,0,508,0,8
22294,965.0,439,10,1,502,0,45
1750,3898.0,673,4,1,474,0,-1
6898,918.0,1496,4,0,487,0,66
9525,2457.0,186,10,1,381,0,39
26874,3488.0,6,4,0,131,0,144
380,3488.0,1038,4,0,514,0,137
23040,1739.0,325,10,0,487,3,121
17422,1739.0,325,10,0,485,3,121
20034,1739.0,325,10,0,485,3,121
26432,307.0,1325,4,0,466,0,-1
13603,1223.0,157,10,0,232,0,84
23565,3898.0,783,10,0,503,3,17
19296,822.0,1325,4,0,466,0,-1
19917,566.0,1297,4,1,515,0,144
12100,566.0,288,6,0,9,0,122
5659,34.0,1383,6,1,537,0,122
31898,965.0,439,10,1,503,3,17
6975,965.0,439,10,1,503,3,17
26734,3056.0,614,10,1,197,3,122
26990,3056.0,439,4,1,503,3,137
489,965.0,386,10,0,503,0,85
20888,3488.0,6,4,3,319,3,16
25426,3056.0,439,6,0,503,0,116
24383,822.0,1325,4,0,471,0,-1
15080,490.0,1420,10,1,525,0,39
3849,1223.0,8,4,1,453,0,108
26201,1178.0,1180,4,0,55,0,111
23255,1835.0,514,4,0,370,3,89
18817,1835.0,514,4,0,370,3,89
20937,3860.0,748,10,3,502,0,178
18632,2566.0,615,4,1,100,0,66
30306,1134.0,632,4,1,536,3,144
10536,3860.0,748,10,3,502,0,178
27326,1134.0,632,4,0,536,3,144
18062,3160.0,1394,10,1,515,0,92
3898,1890.0,1410,4,1,491,0,66
8455,3605.0,361,1,0,267,3,78
6709,3898.0,1115,6,1,489,0,-1
20558,1134.0,1016,6,1,536,3,46
10865,3898.0,1115,6,1,491,0,-1
29026,3565.0,1115,6,1,491,0,-1
6688,366.0,1249,6,2,531,0,-1
7101,2976.0,267,4,1,514,0,187
4887,1178.0,406,4,2,38,0,163
32740,1178.0,406,4,2,38,0,163
30774,1932.0,1277,4,1,491,0,66
25236,1315.0,322,6,1,536,0,46
30581,1134.0,632,10,1,536,3,156
26918,3210.0,1383,10,2,537,0,19
11602,1072.0,1112,10,1,492,0,39
26917,307.0,1057,1,1,491,3,78
23103,2475.0,340,4,1,484,0,66
18467,3565.0,839,4,1,137,0,16
832,2054.0,827,6,0,535,3,127
27127,3565.0,1115,6,1,488,0,-1
14043,1315.0,322,6,1,536,0,46
2211,1072.0,27,10,1,503,0,45
16745,1890.0,322,6,1,536,0,46
7991,1890.0,322,6,0,536,0,46
1062,2018.0,1040,4,1,455,0,166
31695,2566.0,1492,4,1,485,3,66
12077,2566.0,768,4,1,491,0,144
7367,1623.0,16,4,1,453,3,108
14073,3723.0,827,4,0,377,3,88
21565,2012.0,1429,4,1,36,0,66
13741,2475.0,950,4,2,484,0,66
9555,2920.0,615,4,0,486,3,66
14832,2920.0,615,4,0,486,3,66
25449,1890.0,322,6,1,536,0,46
5265,1315.0,322,4,1,536,0,144
6261,3898.0,615,4,0,486,3,66
708,1841.0,994,10,1,415,3,25
17954,1890.0,322,6,1,536,0,46
1623,2110.0,810,10,2,502,0,45
17393,1890.0,322,6,2,536,0,46
23617,3898.0,580,6,1,477,0,117
20166,1315.0,322,6,1,536,0,46
12386,3898.0,20,6,1,215,0,39
4642,3898.0,963,10,2,504,3,123
18886,3898.0,963,10,2,504,3,123
5223,490.0,271,10,0,525,0,101
26363,1134.0,672,10,2,536,0,156
10359,3565.0,766,4,1,491,3,117
778,1134.0,1277,4,1,487,0,144
27352,3860.0,1247,6,0,502,0,124
24436,3898.0,1492,4,1,491,3,66
19805,3609.0,267,10,3,515,0,190
11924,754.0,627,4,1,455,0,-1
9596,2110.0,302,4,3,463,0,-1
12558,2110.0,302,4,1,474,0,-1
1231,844.0,766,4,1,491,3,48
26515,861.0,150,4,1,474,0,-1
20904,2920.0,323,4,0,491,0,144
17914,3860.0,397,10,1,503,3,123
20104,3898.0,539,4,0,290,0,163
3417,1890.0,4,4,1,469,0,-1
23321,1315.0,322,6,1,536,0,46
23510,1890.0,322,6,0,536,0,46
19224,1890.0,322,6,1,536,0,46
9272,3860.0,1111,4,3,491,3,66
7935,3898.0,632,10,1,536,3,156
23102,3898.0,455,10,0,58,3,72
23353,3137.0,1337,4,0,430,0,148
17974,1682.0,406,6,0,302,0,17
2534,1682.0,928,4,1,107,0,44
9033,1682.0,455,4,2,311,3,40
20611,1223.0,157,4,0,465,0,65
22196,1890.0,322,6,1,536,0,46
22127,3898.0,186,10,1,505,0,126
2364,1315.0,1207,4,1,536,0,144
25938,3059.0,18,4,1,401,0,89
6595,3232.0,249,6,0,502,0,137
16251,3056.0,1496,6,0,197,3,122
10539,3056.0,249,10,1,502,0,137
4550,3059.0,18,4,0,401,0,89
30530,153.0,429,10,1,395,3,63
20051,3898.0,752,4,1,39,3,151
30437,2475.0,766,4,1,491,3,66
7458,2027.0,1383,10,0,515,0,45
30346,1315.0,322,6,1,536,0,46
25309,458.0,1383,10,0,515,0,45
16595,458.0,1383,10,0,515,0,190
29574,1223.0,157,4,0,465,0,65
32503,431.0,340,10,1,502,0,45
29654,458.0,1383,10,0,515,0,190
11681,1223.0,157,4,0,465,0,65
16614,1223.0,157,4,0,465,0,65
2812,3160.0,61,4,0,-1,-1,144
13902,1223.0,157,4,0,465,0,65
9959,3306.0,388,6,0,491,0,117
14628,1223.0,157,4,2,465,0,65
3509,1223.0,768,4,1,491,0,66
2857,1277.0,611,10,1,503,3,101
13779,3137.0,1492,4,0,486,3,66
16080,3288.0,1113,4,3,102,0,144
1765,3288.0,322,4,0,536,0,144
9942,3781.0,430,4,0,322,0,53
2956,153.0,280,10,1,491,0,132
21295,1223.0,251,4,1,460,0,-1
21182,3898.0,280,4,1,487,0,48
22591,1890.0,322,6,2,536,0,46
32046,3056.0,1133,10,0,503,3,17
7488,2762.0,1133,10,0,503,0,17
29895,1072.0,1057,4,1,491,3,21
16250,1890.0,322,10,1,536,0,19
16979,1315.0,322,6,1,536,0,46
10443,1567.0,150,4,1,455,0,-1
12469,3860.0,1058,10,1,511,0,101
22934,1890.0,322,4,1,536,0,144
29883,1151.0,406,10,0,504,0,9
7364,1134.0,829,10,1,536,0,83
17537,1890.0,322,4,1,536,0,144
27657,1134.0,509,6,2,536,3,46
10764,3898.0,509,4,1,536,3,144
9931,3898.0,829,10,1,254,0,8
32726,3898.0,509,4,1,536,3,144
319,3898.0,340,10,1,503,0,17
19040,1072.0,20,4,1,491,0,66
29999,1072.0,1058,4,1,491,0,66
17773,1890.0,322,6,1,536,0,46
7163,3437.0,1200,4,1,470,0,82
29325,3898.0,193,4,0,453,-1,108
8536,3898.0,193,4,0,453,-1,108
12699,3898.0,193,4,0,453,3,108
7758,1072.0,143,6,1,496,0,146
31475,1890.0,322,4,1,536,0,144
4747,2012.0,143,6,1,27,0,146
12835,1072.0,143,6,1,329,0,146
3643,2012.0,175,6,2,328,3,33
6510,1890.0,322,6,1,536,0,46
18007,2566.0,411,4,1,487,3,66
24594,1899.0,386,10,0,503,0,101
12767,1899.0,386,10,1,503,0,101
4358,1072.0,238,6,0,495,0,33
13633,2917.0,963,10,0,504,3,123
24426,2917.0,963,10,2,502,3,123
14994,3898.0,143,6,1,491,3,-1
21677,1315.0,322,6,1,536,0,46
9855,1072.0,395,10,1,491,0,156
21881,3189.0,406,10,1,503,0,17
12305,2061.0,963,10,0,504,3,123
264,2917.0,933,10,3,503,0,17
9383,1682.0,402,10,1,536,0,91
3898,3898.0,1410,4,1,491,0,66
26520,1682.0,402,10,1,536,0,91
28755,366.0,823,1,1,520,0,-1
15075,298.0,352,10,2,507,0,9
17550,2028.0,453,4,0,457,0,-1
23465,2028.0,453,4,0,457,0,-1
28645,3898.0,1180,4,0,21,3,151
13735,2028.0,453,4,0,457,0,-1
7214,3898.0,1180,4,0,21,3,151
16620,3183.0,994,4,0,444,0,144
9352,3183.0,994,4,0,444,0,144
18029,2475.0,1429,4,1,98,0,144
19058,2475.0,1429,4,1,98,0,144
15659,2917.0,135,10,0,504,3,17
28711,3451.0,580,10,0,524,3,132
20890,2028.0,453,4,1,457,0,-1
113,1223.0,86,6,1,497,0,11
16566,1637.0,1365,4,0,450,0,76
13900,2028.0,453,4,0,457,0,-1
17024,1223.0,1365,4,0,450,0,76
21700,2028.0,453,4,0,457,0,-1
24347,1134.0,1039,10,1,536,3,156
12978,1134.0,1039,10,1,536,3,156
4647,425.0,150,4,3,453,0,108
22741,3137.0,1301,4,1,148,0,144
31126,1543.0,533,4,1,466,0,-1
8094,3137.0,1301,4,1,148,0,144
1151,3137.0,322,6,1,536,0,46
30882,2006.0,630,4,1,536,0,144
9475,1223.0,1365,4,1,450,0,76
22046,3137.0,1417,4,1,487,3,66
24760,1072.0,333,6,1,486,0,117
600,422.0,827,4,0,489,3,144
13928,2703.0,1325,10,0,239,3,45
26502,566.0,539,10,0,515,0,188
14707,2410.0,1350,10,1,505,0,39
2019,2566.0,1040,4,1,450,0,76
7687,1682.0,1163,10,0,503,0,45
23173,2566.0,1436,10,0,484,3,147
2972,566.0,322,10,1,536,0,19
26143,566.0,1371,6,0,516,0,17
2364,1315.0,1207,4,1,536,0,144
27415,754.0,1365,4,3,455,0,166
3707,754.0,632,4,1,536,3,144
24566,566.0,1371,6,0,516,0,17
1290,754.0,406,10,0,503,3,17
5161,3565.0,1338,4,1,119,3,44
5934,3565.0,1338,4,0,119,3,44
22684,1115.0,389,4,1,474,0,51
25638,100.0,1365,4,2,455,0,166
25301,566.0,1371,10,2,515,0,188
14341,3565.0,1338,4,1,119,3,44
10896,3477.0,1350,10,1,505,0,39
22593,3565.0,1338,4,1,119,3,111
5466,3565.0,1338,4,1,119,3,111
21262,3288.0,1350,10,1,505,0,126
7722,222.0,1008,4,1,465,0,65
22877,1682.0,765,4,2,322,3,144
6307,3898.0,765,4,0,322,3,144
27039,566.0,389,4,1,474,0,-1
18809,3565.0,1436,4,0,113,0,44
13338,2410.0,1350,10,1,505,0,39
7567,3437.0,1239,4,3,432,0,159
7480,370.0,617,10,0,536,3,156
28553,366.0,1510,10,2,527,1,156
11198,148.0,967,10,0,503,3,17
31341,1178.0,671,4,1,77,1,114
28513,918.0,1496,4,0,17,0,81
18733,2012.0,1496,4,0,17,0,81
32567,1739.0,1007,1,1,474,0,78
15395,1698.0,1007,4,1,474,0,-1
13235,1682.0,160,10,1,503,0,101
30994,100.0,1365,4,1,452,0,12
21695,3056.0,45,6,1,197,0,29
3326,3056.0,1141,4,1,533,0,75
12925,2812.0,101,6,0,301,3,45
26313,2475.0,1411,10,1,145,0,1
28859,3898.0,101,6,0,301,3,45
5439,2109.0,40,6,3,479,0,117
14701,3898.0,249,4,2,503,0,-1
441,3863.0,1145,4,0,491,3,66
17894,2453.0,829,4,0,517,0,70
25660,3056.0,985,10,2,239,3,84
31351,3860.0,1295,10,1,531,0,101
19188,3898.0,1368,4,0,468,0,76
8772,2928.0,1023,10,3,503,0,17
9081,2475.0,371,10,2,491,3,38
31692,3288.0,950,4,1,487,0,66
27883,3137.0,280,4,1,277,0,53
11950,1178.0,160,4,1,60,3,140
19712,3898.0,1201,4,0,29,0,176
21556,3898.0,1201,4,0,29,0,176
5141,2920.0,791,10,0,501,0,185
14097,2457.0,1201,4,1,385,0,144
31270,431.0,1479,4,1,503,0,1
25058,2914.0,810,10,0,503,0,84
19490,1072.0,1237,10,1,491,3,101
11517,2920.0,617,4,0,485,3,66
8726,2566.0,1237,4,1,491,3,66
8039,3288.0,1152,10,1,505,3,126
23149,3617.0,334,4,3,491,0,66
19369,422.0,194,10,0,522,0,17
1340,3617.0,194,10,0,509,0,39
2098,3898.0,239,4,1,507,0,-1
6819,148.0,1023,10,0,503,0,17
29614,1178.0,961,6,0,444,3,117
4654,3288.0,1152,10,1,505,3,126
29353,2346.0,334,4,3,487,0,66
22542,148.0,1023,10,0,503,0,29
9758,2928.0,1023,10,0,503,0,17
18285,2894.0,643,10,1,492,3,121
27230,3703.0,1111,10,0,491,0,154
12957,2006.0,432,4,2,495,0,33
6410,1941.0,225,4,0,377,0,105
29146,3723.0,225,4,0,377,0,105
5245,600.0,1368,4,0,508,0,8
23906,3056.0,732,6,1,260,3,122
215,1899.0,657,6,1,536,0,46
26799,1178.0,961,6,0,444,3,117
26298,1739.0,824,4,3,520,0,-1
31367,1178.0,961,6,3,444,3,117
12701,3241.0,1111,4,0,491,0,48
2824,3703.0,322,4,1,536,0,144
16991,2745.0,824,4,2,520,0,-1
1072,1739.0,1126,4,0,512,0,138
9876,1739.0,824,4,2,520,0,-1
7288,1223.0,1025,6,0,315,0,17
22920,2566.0,1401,10,1,97,1,1
25384,2213.0,953,6,0,506,3,137
30490,3898.0,104,10,0,503,3,186
29671,3898.0,104,10,2,503,3,184
16645,2928.0,1023,6,3,500,0,116
678,1631.0,1295,6,1,495,0,33
336,1631.0,554,4,2,513,0,-1
15202,100.0,1365,4,0,452,0,12
9982,1739.0,481,10,0,503,0,122
10617,1178.0,961,6,0,444,3,117
3898,1739.0,1410,4,1,491,0,66
13400,3898.0,1371,6,0,308,0,17
12962,1223.0,1025,6,0,315,0,17
2566,3565.0,897,4,0,516,0,187
11133,2928.0,1023,6,3,500,0,116
20766,3898.0,1445,3,0,-1,-1,-1
12918,151.0,1023,6,2,500,0,116
27962,3000.0,1023,6,2,500,0,116
24802,3609.0,392,10,0,515,0,189
32040,3898.0,356,4,1,474,0,-1
2027,1072.0,1156,10,0,492,0,121
11648,3703.0,1111,4,0,293,0,44
32479,3703.0,1111,4,0,293,0,44
11650,3056.0,201,10,0,502,3,43
9943,3056.0,201,10,1,502,3,45
22017,3898.0,201,10,0,503,3,84
3656,2928.0,235,4,0,538,3,84
2857,3898.0,611,10,1,503,3,101
17189,3056.0,201,10,0,503,3,85
24775,2917.0,524,10,0,192,0,96
22246,3056.0,201,10,0,503,3,85
18606,3898.0,1445,3,0,-1,-1,-1
4778,3000.0,201,10,0,500,3,17
23165,2917.0,524,10,0,192,0,96
31120,3898.0,1445,3,0,-1,-1,-1
12953,3000.0,201,10,0,500,3,17
3898,3898.0,1410,4,1,491,0,66
17066,2160.0,1445,3,0,-1,-1,-1
10645,1223.0,1040,4,1,469,0,-1
4461,3898.0,1237,4,1,491,3,66
23142,1134.0,672,10,1,536,0,156
20401,2917.0,1163,10,1,503,0,29
17147,1682.0,147,10,0,503,3,45
15709,2917.0,1163,10,0,503,0,29
21392,3898.0,1445,3,0,-1,-1,-1
25687,3898.0,1445,3,0,-1,-1,-1
17849,119.0,797,6,0,497,0,105
32201,3898.0,1445,3,0,-1,-1,-1
5229,3898.0,1445,3,0,-1,-1,-1
3509,3898.0,768,4,1,491,0,66
16630,1072.0,1148,10,3,503,0,17
21428,3898.0,1368,10,0,503,3,45
12312,3898.0,976,4,1,487,2,144
7825,3056.0,829,6,0,224,0,17
9947,1420.0,1090,10,1,511,0,77
30585,566.0,267,10,0,515,0,190
15033,1420.0,1090,10,1,511,0,77
9473,1420.0,1090,10,1,511,0,77
18772,3189.0,275,10,1,509,3,185
22377,3189.0,1163,10,0,504,0,9
23185,3056.0,1163,10,0,504,0,9
19159,1134.0,1383,10,1,537,0,91
19673,3137.0,444,4,0,510,3,153
17259,3056.0,33,10,1,503,3,160
14506,3137.0,444,4,1,510,3,153
32535,965.0,427,4,1,506,0,137
40,3056.0,367,10,0,493,0,32
18229,2213.0,580,6,0,506,2,9
20232,3056.0,481,10,0,503,0,122
11016,638.0,481,10,1,505,0,126
13493,2364.0,979,4,0,491,3,66
27504,3860.0,481,10,1,502,0,178
17001,3898.0,1111,4,0,491,3,144
12601,638.0,1148,10,0,505,0,126
15757,3189.0,1148,10,3,503,0,185
19789,1739.0,702,6,1,519,0,124
25884,100.0,1365,4,1,453,0,108
19932,3898.0,569,6,0,303,3,45
14302,2475.0,5,4,1,484,0,66
22822,1072.0,1237,4,1,491,3,66
32000,638.0,82,4,0,491,0,66
21543,3605.0,839,6,0,267,0,165
23476,298.0,963,10,0,507,3,123
1175,3898.0,402,6,1,536,0,46
11984,3189.0,481,10,1,503,0,85
13063,638.0,481,10,0,505,0,126
10009,3860.0,481,10,0,502,0,178
29528,422.0,340,10,1,522,0,45
28551,2917.0,481,10,0,504,0,9
16347,3898.0,406,10,0,502,0,39
24855,431.0,481,10,0,503,0,17
28248,1698.0,77,4,1,474,0,-1
23971,2475.0,5,4,1,484,0,66
24876,1698.0,77,4,1,474,0,-1
16522,2475.0,5,4,1,484,0,66
11677,3000.0,340,6,1,522,0,-1
16515,1682.0,748,10,0,503,0,9
4391,2475.0,5,4,1,484,0,66
20992,2475.0,5,4,1,484,0,66
26012,3137.0,444,4,1,510,3,153
6541,3860.0,1295,10,1,511,0,101
9551,1062.0,1496,4,1,83,3,66
25101,1320.0,435,4,1,434,0,148
26733,2012.0,342,4,1,62,3,44
2213,1682.0,249,6,0,500,0,116
9010,1682.0,393,10,1,536,3,156
6368,1603.0,147,4,0,491,3,44
15155,2134.0,569,4,0,291,3,44
14069,3572.0,389,4,1,457,0,-1
29346,3572.0,389,4,1,457,0,-1
31169,3898.0,1445,4,2,-1,-1,-1
25362,1682.0,219,10,1,536,0,156
31517,1682.0,219,10,1,536,0,156
22179,1062.0,1496,4,0,83,3,66
5788,1062.0,601,4,0,20,3,66
11148,3707.0,406,10,0,503,0,17
21844,431.0,406,10,0,503,0,17
30670,3189.0,406,10,0,503,0,17
17217,844.0,703,10,1,515,0,84
1151,556.0,322,6,1,536,0,46
24937,965.0,195,6,2,506,0,137
31446,2385.0,378,10,2,421,0,3
9917,2385.0,378,10,0,421,0,3
27060,1682.0,389,4,3,474,0,-1
2364,3898.0,1207,4,1,536,0,144
1433,965.0,880,6,1,472,0,-1
14542,3288.0,1445,4,2,-1,-1,-1
18832,366.0,389,4,1,472,0,-1
24253,621.0,620,10,0,-1,-1,-1
21377,3898.0,1436,4,0,491,3,66
19729,3898.0,1436,4,0,491,3,66
7226,3898.0,1436,4,0,491,3,144
16516,3898.0,1436,4,0,491,3,144
24550,3860.0,279,10,1,503,0,132
1682,1062.0,569,4,3,291,3,44
7447,1178.0,671,4,1,491,3,66
20672,3027.0,963,10,0,507,3,123
28703,1134.0,829,10,2,536,0,83
15359,1739.0,954,4,1,521,3,-1
3623,3137.0,601,4,0,491,3,66
23147,1134.0,1039,10,1,97,3,60
11876,2928.0,1023,10,0,503,0,77
22363,1837.0,389,4,2,455,0,-1
16965,298.0,239,4,1,462,0,10
5612,100.0,389,4,1,455,0,-1
10545,1134.0,1475,10,1,536,0,156
22053,1739.0,799,10,0,519,0,122
24898,3159.0,402,10,2,538,3,60
7010,1739.0,1077,4,2,520,0,-1
6677,3183.0,940,4,2,491,0,66
9252,3898.0,1445,3,0,-1,-1,-1
9899,566.0,389,4,1,516,0,-1
9232,566.0,389,4,1,516,0,-1
20138,2915.0,1445,4,3,-1,-1,-1
21897,431.0,201,10,1,503,3,17
12315,2385.0,201,10,0,503,3,17
18432,1178.0,123,4,1,75,1,81
6192,802.0,186,6,0,181,0,17
16353,1739.0,1077,4,0,520,0,-1
4769,1072.0,653,4,1,491,0,66
31596,918.0,1496,4,0,318,3,144
25514,1739.0,624,6,2,481,0,15
12390,2364.0,328,6,2,497,0,13
6906,2182.0,618,4,0,109,3,16
19594,2182.0,618,4,0,109,3,16
20913,2133.0,317,10,1,503,0,17
11180,2182.0,618,4,0,109,3,16
30350,2133.0,317,10,0,503,0,17
14623,3027.0,219,6,0,536,3,46
27038,3027.0,219,6,1,536,3,46
15145,2213.0,1388,6,3,506,0,137
27034,3027.0,219,6,0,536,3,46
32725,2213.0,1388,6,1,506,0,137
9652,1739.0,219,6,0,536,3,46
1035,3860.0,322,6,1,536,0,46
31274,2133.0,317,10,1,502,0,17
6861,3056.0,317,10,0,503,0,17
28152,3056.0,317,10,0,503,0,45
31357,3056.0,342,6,0,178,3,17
6175,3056.0,317,10,1,502,0,152
9893,3189.0,1446,10,1,503,3,17
24141,3056.0,317,10,1,503,0,180
31365,2133.0,317,10,1,502,0,152
28286,2385.0,78,10,1,421,3,3
25191,2385.0,78,10,1,421,3,3
26839,2385.0,78,10,1,421,3,3
1942,2385.0,771,10,3,502,0,39
20847,3898.0,143,6,1,27,0,146
5482,2385.0,78,10,1,421,3,3
26618,1072.0,143,6,1,495,0,146
17013,3306.0,280,6,1,491,3,117
30631,3056.0,342,6,0,178,3,17
21447,2012.0,143,6,1,496,0,146
19000,3056.0,342,6,0,178,3,115
23390,3056.0,342,6,1,178,3,115
6145,3056.0,342,6,1,178,3,115
7578,431.0,221,10,2,503,3,45
22899,2133.0,317,10,0,502,0,123
19692,2133.0,317,10,1,503,0,17
20710,2109.0,1401,4,0,120,0,144
28813,2109.0,1401,4,0,120,0,144
5152,2133.0,317,10,1,503,0,17
23798,3565.0,82,4,1,487,0,144
8168,2109.0,1401,4,0,120,0,144
31424,3860.0,317,10,0,502,0,123
24220,2012.0,342,4,1,62,3,44
1872,298.0,622,4,1,491,3,66
19100,3189.0,317,10,1,503,0,9
27040,2019.0,271,6,1,525,0,144
16235,2012.0,342,4,1,62,3,44
29124,2133.0,317,10,1,502,0,45
32172,3027.0,271,10,0,525,0,132
12149,2133.0,317,10,1,503,0,39
25925,2133.0,317,10,0,503,0,29
6546,1682.0,82,10,1,503,0,9
26716,3288.0,82,4,1,102,0,144
2610,3860.0,157,1,3,447,0,-1
27817,1072.0,1145,4,1,491,3,66
8187,1072.0,143,6,1,496,0,146
14991,1072.0,1145,6,1,491,3,117
22838,1072.0,143,6,1,34,0,146
3329,1072.0,911,4,0,402,3,44
27555,3898.0,143,6,1,9,0,146
6189,1072.0,143,6,1,496,0,146
19361,566.0,342,10,1,62,3,141
23836,3189.0,406,10,3,503,0,85
24447,2133.0,317,10,1,503,0,180
2486,3056.0,280,4,1,485,0,44
27185,148.0,406,10,0,503,0,17
6904,3056.0,342,10,0,62,3,141
10260,3898.0,888,6,0,455,0,45
5689,2133.0,317,10,1,503,0,45
9507,119.0,926,10,2,491,0,147
10042,3154.0,703,10,0,345,0,97
9496,2133.0,317,10,1,503,0,39
21291,2133.0,317,10,1,503,0,17
9684,3898.0,888,6,0,455,0,45
7030,1256.0,193,10,0,507,0,179
12694,2133.0,317,10,1,503,0,17
25458,3706.0,1105,4,0,121,3,66
21128,2133.0,317,10,1,503,0,180
8459,3027.0,906,4,1,487,3,163
9469,3706.0,1105,4,0,121,3,66
32147,2133.0,317,10,1,503,0,29
20058,3707.0,1324,6,1,407,3,7
20848,2346.0,1163,10,0,448,0,39
638,458.0,310,4,1,451,0,162
16324,2566.0,1145,4,1,485,3,66
28072,3617.0,720,4,1,533,0,-1
8561,1134.0,219,4,1,536,0,1
2391,1072.0,322,6,1,536,0,46
7956,2012.0,143,6,1,27,0,146
29620,965.0,1308,10,1,503,0,45
30089,1072.0,23,6,2,499,3,-1
32474,965.0,769,6,0,502,0,124
20445,965.0,769,10,0,502,0,85
10303,965.0,769,10,0,502,0,85
29707,965.0,769,10,0,502,0,85
22601,1315.0,322,6,1,536,0,46
26004,2307.0,906,6,1,503,0,9
15763,965.0,769,10,1,502,0,45
27726,965.0,769,10,0,502,0,45
25008,965.0,769,10,0,502,0,45
30482,3189.0,769,10,0,503,0,85
17453,3189.0,769,10,0,503,0,85
29322,3189.0,769,10,0,503,0,85
20392,3189.0,769,10,0,503,0,17
21058,696.0,1010,10,0,503,0,85
2346,1072.0,1023,10,0,503,0,9
19661,696.0,1010,10,0,503,0,85
9187,3565.0,1343,10,1,141,3,127
17723,100.0,549,4,2,453,3,108
12288,3829.0,1163,4,0,448,0,161
29142,3829.0,1163,4,0,448,0,161
3898,100.0,1410,4,1,491,0,66
3898,298.0,1410,4,1,491,0,66
5416,2208.0,430,4,0,432,0,159
28211,3189.0,769,10,0,503,0,17
13968,3189.0,769,6,0,503,0,17
7792,1134.0,1256,4,1,536,0,144
8431,3189.0,769,6,0,503,0,17
2288,965.0,933,10,1,522,0,90
1885,965.0,1445,4,0,-1,-1,-1
29099,965.0,769,10,0,503,0,17
12760,298.0,769,10,0,507,0,17
22801,2061.0,769,10,0,504,0,17
18610,3898.0,685,4,0,538,0,44
30201,458.0,1383,10,0,503,0,77
2142,100.0,1232,1,0,358,0,78
19129,2364.0,1371,10,0,322,3,127
31079,3706.0,1105,4,0,486,0,48
30700,1315.0,322,6,1,536,0,46
4846,431.0,361,10,0,503,0,17
16481,431.0,361,10,0,503,0,85
26046,566.0,878,10,1,9,0,132
22065,2006.0,1111,4,0,487,0,66
14903,3831.0,974,6,3,441,3,17
31101,2920.0,323,6,3,489,3,117
3898,3898.0,1410,4,1,491,0,66
32491,3898.0,267,10,0,515,0,190
761,3056.0,91,4,1,487,3,66
22252,3898.0,1371,10,0,344,3,97
7384,3565.0,1113,4,2,491,0,66
15152,1890.0,322,6,1,536,0,46
25972,3565.0,1401,4,1,487,0,16
12838,2475.0,425,4,3,99,0,144
25903,3565.0,1401,4,1,487,0,16
32098,2346.0,1125,4,0,474,0,-1
3898,2894.0,1410,4,1,491,0,66
10515,1178.0,143,6,0,491,0,-1
27283,965.0,1368,4,0,509,0,161
25792,3860.0,953,10,1,503,0,101
23128,3137.0,91,4,0,444,3,66
5927,1698.0,1006,4,1,491,3,48
29168,322.0,406,10,0,503,0,26
3898,3898.0,1410,4,1,491,0,66
21865,1315.0,322,4,1,536,0,144
7905,222.0,157,4,0,465,3,65
30587,2920.0,147,4,1,491,3,66
29544,298.0,718,10,1,507,0,85
2988,1890.0,823,4,1,520,0,-1
29774,1739.0,829,4,1,0,0,144
22359,3565.0,1058,4,1,487,0,66
11609,3160.0,238,10,0,515,3,92
15053,3056.0,1163,10,0,236,0,45
26999,1890.0,322,4,1,536,0,144
8311,3898.0,748,4,0,491,0,144
5490,2346.0,441,10,0,339,0,39
17272,1315.0,322,6,1,536,0,46
11039,298.0,765,6,1,507,0,8
24034,298.0,765,6,1,507,0,8
2033,3059.0,1044,10,0,503,3,101
24235,3898.0,1338,4,1,486,3,48
1890,3898.0,1105,8,1,531,0,37
28218,3860.0,1152,10,1,521,3,126
9385,3860.0,467,10,3,503,0,85
30085,3860.0,1156,6,1,124,3,117
1103,638.0,1156,6,0,27,0,146
15576,3898.0,386,10,0,503,3,17
21052,1134.0,632,10,0,536,0,156
21458,3898.0,1280,4,1,39,3,151
8257,3898.0,386,10,0,503,3,17
20446,1134.0,632,10,1,536,0,156
30594,1739.0,1368,6,2,498,0,13
30933,1890.0,322,6,1,536,0,46
6992,1890.0,322,6,1,536,0,46
